identity,review_id,series_name,publish_time,corpus_source,platform,content_source,rating_overall,platform_rating_overall,platform_rating_overall_sentiment,platform_rating_overall_polarity,platform_rating_appearance,platform_rating_appearance_sentiment,platform_rating_appearance_available,platform_rating_interior,platform_rating_interior_sentiment,platform_rating_interior_available,platform_rating_space,platform_rating_space_sentiment,platform_rating_space_available,platform_rating_power,platform_rating_power_sentiment,platform_rating_power_available,platform_rating_control,platform_rating_control_sentiment,platform_rating_control_available,platform_rating_comfort,platform_rating_comfort_sentiment,platform_rating_comfort_available,platform_rating_fuel_consumption,platform_rating_fuel_consumption_sentiment,platform_rating_fuel_consumption_available,platform_rating_configuration,platform_rating_configuration_sentiment,platform_rating_configuration_available,platform_rating_intelligence,platform_rating_intelligence_sentiment,platform_rating_intelligence_available,platform_rating_value,platform_rating_value_sentiment,platform_rating_value_available,text_global_positive_cues,text_global_negative_cues,text_global_polarity,text_appearance_mentioned,text_appearance_positive_cues,text_appearance_negative_cues,text_appearance_polarity,text_interior_mentioned,text_interior_positive_cues,text_interior_negative_cues,text_interior_polarity,text_space_mentioned,text_space_positive_cues,text_space_negative_cues,text_space_polarity,text_power_mentioned,text_power_positive_cues,text_power_negative_cues,text_power_polarity,text_control_mentioned,text_control_positive_cues,text_control_negative_cues,text_control_polarity,text_comfort_mentioned,text_comfort_positive_cues,text_comfort_negative_cues,text_comfort_polarity,text_fuel_consumption_mentioned,text_fuel_consumption_positive_cues,text_fuel_consumption_negative_cues,text_fuel_consumption_polarity,text_configuration_mentioned,text_configuration_positive_cues,text_configuration_negative_cues,text_configuration_polarity,text_intelligence_mentioned,text_intelligence_positive_cues,text_intelligence_negative_cues,text_intelligence_polarity,text_value_mentioned,text_value_positive_cues,text_value_negative_cues,text_value_polarity
dongchedi::7643245183089266713,7643245183089266713,皇冠陆放,2026-05-24 08:19:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,5.0,1.0,1,5.0,1.0,1,,,0,,,0,3,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,3,0,1.0,1,3,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7648228328880476185,7648228328880476185,皇冠陆放,2026-06-06 18:32:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,5.0,1.0,1,,,0,4.5,0.75,1,,,0,,,0,9,14,-1,1,1,2,-1.0,1,2,2,0.0,1,2,0,1.0,1,0,1,-1.0,1,2,2,0.0,1,7,4,1.0,1,1,0,1.0,1,4,2,1.0,0,0,0,,1,4,5,-1.0
dongchedi::7648342828321361944,7648342828321361944,皇冠陆放,2026-06-07 01:56:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,5.0,1.0,1,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7648904673864208446,7648904673864208446,皇冠陆放,2026-06-08 14:17:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,3.5,0.25,1,4.0,0.5,1,,,0,,,0,2,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7655468401229303832,7655468401229303832,皇冠陆放,2026-06-26 06:47:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,,,0,,,0,5.0,1.0,1,4.0,0.5,1,,,0,,,0,2,0,1,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7655627742158786584,7655627742158786584,皇冠陆放,2026-06-26 17:06:00,historical_archive,dongchedi,,3.6,3.6,0.30000000000000004,0.0,4.0,0.5,1,2.5,-0.25,1,3.5,0.25,1,,,0,,,0,,,0,4.0,0.5,1,4.0,0.5,1,,,0,,,0,1,0,1,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,
dongchedi::7656466118361485336,7656466118361485336,皇冠陆放,2026-06-28 23:18:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,,,0,,,0,,,0,4.0,0.5,1,3.0,0.0,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::6885592110628605959,6885592110628605959,皓影,2020-10-20 14:54:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,5,4,1,0,0,0,,1,0,1,-1.0,0,0,0,,1,2,2,0.0,1,2,1,1.0,1,1,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::6887861934729728007,6887861934729728007,皓影,2020-10-26 17:42:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,7,3,1,1,1,0,1.0,1,3,1,1.0,1,3,0,1.0,1,1,2,-1.0,1,2,2,0.0,1,4,0,1.0,1,0,1,-1.0,1,3,0,1.0,0,0,0,,0,0,0,
dongchedi::6893399844904243213,6893399844904243213,皓影,2020-11-10 15:52:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,4,5,-1,1,0,0,0.0,1,0,2,-1.0,1,2,0,1.0,1,2,3,-1.0,0,0,0,,1,4,3,1.0,1,2,3,-1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::6893682763933683726,6893682763933683726,皓影,2020-11-11 10:09:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,2,4,-1,0,0,0,,0,0,0,,0,0,0,,1,1,2,-1.0,0,0,0,,1,1,3,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::6894441189299195917,6894441189299195917,皓影,2020-11-13 11:12:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,2,0,1,1,0,0,0.0,1,1,0,1.0,0,0,0,,1,0,0,0.0,1,0,0,0.0,1,1,0,1.0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,
dongchedi::6895549774708084744,6895549774708084744,皓影,2020-11-16 10:54:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,3.0,0.0,1,,,0,,,0,5,1,1,1,1,0,1.0,1,1,0,1.0,1,1,1,0.0,1,1,0,1.0,0,0,0,,1,3,1,1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,
dongchedi::6898352005635379207,6898352005635379207,皓影,2020-11-24 00:08:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,,,0,4.5,0.75,1,,,0,,,0,10,1,1,1,4,0,1.0,1,0,0,0.0,1,0,0,0.0,1,1,1,0.0,1,2,0,1.0,1,3,0,1.0,1,1,1,0.0,1,4,0,1.0,1,1,0,1.0,1,0,0,0.0
dongchedi::6902972586662039565,6902972586662039565,皓影,2020-12-06 10:59:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,7,7,0,1,7,7,0.0,1,6,6,0.0,1,7,7,0.0,1,6,6,0.0,1,6,6,0.0,1,7,7,0.0,1,6,6,0.0,1,6,6,0.0,0,0,0,,1,6,6,0.0
dongchedi::6917988487824150541,6917988487824150541,皓影,2021-01-15 22:08:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,3.5,0.25,1,4.5,0.75,1,3.5,0.25,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,7,12,-1,1,2,4,-1.0,1,0,2,-1.0,1,3,2,1.0,1,2,2,0.0,1,1,1,0.0,1,1,3,-1.0,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::6918772017558720519,6918772017558720519,皓影,2021-01-18 00:49:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.5,0.75,1,3.5,0.25,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,11,5,1,1,2,1,1.0,1,1,0,1.0,1,1,0,1.0,1,0,1,-1.0,1,3,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::6926175087540310029,6926175087540310029,皓影,2021-02-06 23:36:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,8,5,1,1,4,4,0.0,1,4,4,0.0,0,0,0,,1,2,1,1.0,1,0,0,0.0,1,2,1,1.0,1,6,5,1.0,0,0,0,,0,0,0,,1,2,0,1.0
dongchedi::6931305652564267021,6931305652564267021,皓影,2021-02-20 19:42:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,,,0,4.5,0.75,1,,,0,,,0,4,6,-1,1,0,0,0.0,1,0,1,-1.0,1,1,0,1.0,1,0,1,-1.0,1,1,0,1.0,1,2,1,1.0,1,0,3,-1.0,1,2,0,1.0,1,0,0,0.0,0,0,0,
dongchedi::6932699036885454861,6932699036885454861,皓影,2021-02-24 13:36:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,4.0,0.5,1,,,0,5.0,1.0,1,,,0,,,0,8,5,1,1,4,1,1.0,1,4,0,1.0,1,6,0,1.0,1,4,0,1.0,1,0,1,-1.0,1,2,0,1.0,1,4,0,1.0,1,4,0,1.0,0,0,0,,1,6,1,1.0
dongchedi::6933447561680261128,6933447561680261128,皓影,2021-02-26 13:57:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,3.5,0.25,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,21,15,1,1,2,2,0.0,1,4,4,0.0,1,4,1,1.0,1,6,1,1.0,1,3,0,1.0,1,5,4,1.0,1,2,0,1.0,1,5,0,1.0,1,1,1,0.0,1,4,0,1.0
dongchedi::6934348357540253709,6934348357540253709,皓影,2021-03-01 01:12:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,3.0,0.0,1,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,16,10,1,1,5,5,0.0,1,1,5,-1.0,1,1,0,1.0,1,7,4,1.0,1,1,1,0.0,1,1,3,-1.0,1,3,0,1.0,1,1,5,-1.0,0,0,0,,1,9,5,1.0
dongchedi::6938693218020102175,6938693218020102175,皓影,2021-03-12 17:13:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,4,9,-1,0,0,0,,1,0,2,-1.0,1,3,0,1.0,1,0,1,-1.0,1,0,1,-1.0,1,3,5,-1.0,0,0,0,,0,0,0,,0,0,0,,1,1,1,0.0
dongchedi::6939059508052234254,6939059508052234254,皓影,2021-03-13 16:54:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,12,13,-1,1,4,1,1.0,1,3,1,1.0,1,4,1,1.0,1,3,4,-1.0,1,0,1,-1.0,1,2,2,0.0,1,4,1,1.0,1,1,3,-1.0,1,1,1,0.0,1,2,1,1.0
dongchedi::6939438172090667039,6939438172090667039,皓影,2021-03-14 17:24:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,26,18,1,1,8,0,1.0,1,3,7,-1.0,1,8,8,0.0,1,4,6,-1.0,1,5,2,1.0,1,6,7,-1.0,1,2,0,1.0,1,8,4,1.0,1,4,1,1.0,1,1,1,0.0
dongchedi::6940553166643531813,6940553166643531813,皓影,2021-03-17 17:31:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,3.0,0.0,1,4.0,0.5,1,4.5,0.75,1,3.5,0.25,1,3.5,0.25,1,,,0,4.0,0.5,1,,,0,,,0,9,12,-1,1,0,4,-1.0,1,1,7,-1.0,1,1,0,1.0,1,4,2,1.0,0,0,0,,1,2,3,-1.0,1,0,1,-1.0,1,1,1,0.0,0,0,0,,1,1,0,1.0
dongchedi::6950630342571069471,6950630342571069471,皓影,2021-04-13 21:15:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,4,4,0,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,1,0,1,-1.0,1,3,1,1.0,1,3,1,1.0,1,0,0,0.0,1,1,0,1.0,0,0,0,,1,1,0,1.0
dongchedi::6953929064767819812,6953929064767819812,皓影,2021-04-22 18:36:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,5.0,1.0,1,3.5,0.25,1,5.0,1.0,1,3.5,0.25,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,5,12,-1,1,2,0,1.0,0,0,0,,1,0,0,0.0,1,1,1,0.0,1,0,1,-1.0,1,0,4,-1.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,1,2,0,1.0
dongchedi::6958470765184290823,6958470765184290823,皓影,2021-05-05 00:20:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,4.0,0.5,1,,,0,,,0,24,30,-1,1,0,2,-1.0,1,0,1,-1.0,1,3,1,1.0,1,2,1,1.0,1,0,3,-1.0,1,3,2,1.0,1,2,1,1.0,1,0,1,-1.0,0,0,0,,0,0,0,
dongchedi::6967242892876189710,6967242892876189710,皓影,2021-05-28 15:40:00,historical_archive,dongchedi,,3.5,3.5,0.25,0.0,3.0,0.0,1,3.0,0.0,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,,,0,3.5,0.25,1,,,0,,,0,5,5,0,1,4,1,1.0,1,0,0,0.0,1,1,1,0.0,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,0,3,-1.0
dongchedi::6967313661127823397,6967313661127823397,皓影,2021-05-28 20:15:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,5,20,-1,1,1,1,0.0,1,0,1,-1.0,1,1,1,0.0,1,1,5,-1.0,1,3,2,1.0,1,2,6,-1.0,1,1,0,1.0,1,0,1,-1.0,0,0,0,,1,0,1,-1.0
dongchedi::6968257131669622797,6968257131669622797,皓影,2021-05-31 13:58:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,3.5,0.25,1,,,0,4.0,0.5,1,,,0,,,0,11,15,-1,1,2,0,1.0,0,0,0,,1,4,1,1.0,1,1,2,-1.0,1,0,2,-1.0,1,0,2,-1.0,1,3,1,1.0,1,1,0,1.0,0,0,0,,1,0,0,0.0
dongchedi::6971786536136216583,6971786536136216583,皓影,2021-06-09 21:32:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,,,0,3.5,0.25,1,,,0,,,0,11,14,-1,1,0,2,-1.0,1,0,1,-1.0,1,2,1,1.0,1,2,2,0.0,1,0,2,-1.0,1,1,4,-1.0,0,0,0,,1,2,2,0.0,0,0,0,,1,4,0,1.0
dongchedi::6975887915826024487,6975887915826024487,皓影,2021-06-20 22:47:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.5,0.75,1,3.0,0.0,1,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,,,0,4.5,0.75,1,,,0,,,0,14,1,1,1,2,0,1.0,1,4,0,1.0,1,4,1,1.0,1,1,0,1.0,1,3,0,1.0,1,0,0,0.0,1,1,0,1.0,1,2,0,1.0,1,5,0,1.0,0,0,0,
dongchedi::6962663024779857951,6962663024779857951,皓影,2021-07-03 12:12:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,13,86,-1,1,0,7,-1.0,1,1,1,0.0,1,4,7,-1.0,1,4,4,0.0,1,0,3,-1.0,1,3,8,-1.0,1,1,6,-1.0,1,0,5,-1.0,1,0,1,-1.0,1,2,4,-1.0
dongchedi::6983904150585085964,6983904150585085964,皓影,2021-07-12 13:14:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,4.0,0.5,1,5.0,1.0,1,3.0,0.0,1,3.5,0.25,1,3.5,0.25,1,,,0,3.5,0.25,1,,,0,,,0,10,30,-1,1,1,0,1.0,0,0,0,,0,0,0,,1,6,4,1.0,1,2,1,1.0,1,0,3,-1.0,1,0,1,-1.0,1,1,3,-1.0,1,0,1,-1.0,1,1,0,1.0
dongchedi::6985035794838720512,6985035794838720512,皓影,2021-07-16 16:35:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.5,0.75,1,3.5,0.25,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,,,0,4.5,0.75,1,,,0,,,0,19,32,-1,1,7,3,1.0,1,6,4,1.0,1,2,1,1.0,1,8,1,1.0,1,1,1,0.0,1,2,2,0.0,1,0,1,-1.0,0,0,0,,1,1,2,-1.0,1,7,5,1.0
dongchedi::6988050840695083019,6988050840695083019,皓影,2021-07-23 17:26:00,historical_archive,dongchedi,,4.3,4.3,0.6499999999999999,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,13,19,-1,1,2,5,-1.0,1,2,4,-1.0,1,2,1,1.0,1,1,3,-1.0,1,2,0,1.0,1,5,1,1.0,1,1,1,0.0,0,0,0,,0,0,0,,1,2,5,-1.0
dongchedi::6991925167161085960,6991925167161085960,皓影,2021-08-03 04:00:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,5.0,1.0,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,3.0,0.0,1,4.0,0.5,1,,,0,3.0,0.0,1,,,0,,,0,9,5,1,1,1,0,1.0,1,0,0,0.0,1,0,0,0.0,1,3,2,1.0,1,1,1,0.0,1,8,5,1.0,1,3,1,1.0,1,4,1,1.0,0,0,0,,1,6,2,1.0
dongchedi::6993311418338512936,6993311418338512936,皓影,2021-08-06 21:39:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,,,0,5.0,1.0,1,,,0,,,0,15,2,1,1,0,0,0.0,1,0,0,0.0,1,3,2,1.0,1,3,0,1.0,1,2,0,1.0,1,0,2,-1.0,1,6,0,1.0,1,0,0,0.0,1,0,0,0.0,1,4,0,1.0
dongchedi::6995953091988164648,6995953091988164648,皓影,2021-08-14 00:31:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,,,0,5.0,1.0,1,,,0,,,0,28,11,1,1,1,0,1.0,0,0,0,,1,12,1,1.0,1,1,1,0.0,0,0,0,,1,11,3,1.0,1,4,1,1.0,1,5,0,1.0,1,1,0,1.0,1,10,1,1.0
dongchedi::6996014920022102052,6996014920022102052,皓影,2021-08-14 04:30:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,5.0,1.0,1,3.5,0.25,1,4.0,0.5,1,3.0,0.0,1,3.5,0.25,1,3.5,0.25,1,,,0,3.5,0.25,1,,,0,,,0,12,21,-1,1,1,1,0.0,0,0,0,,1,1,1,0.0,1,2,1,1.0,1,0,1,-1.0,1,0,1,-1.0,1,1,1,0.0,1,3,1,1.0,1,1,0,1.0,1,2,2,0.0
dongchedi::7004758805779058722,7004758805779058722,皓影,2021-09-06 18:01:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,4.5,0.75,1,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,4.5,0.75,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,14,15,-1,1,6,2,1.0,0,0,0,,1,4,0,1.0,1,5,6,-1.0,1,6,2,1.0,1,7,9,-1.0,1,0,3,-1.0,1,1,1,0.0,0,0,0,,1,4,0,1.0
dongchedi::7013354482914299919,7013354482914299919,皓影,2021-09-29 21:57:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,4.5,0.75,1,,,0,3.5,0.25,1,,,0,,,0,20,26,-1,0,0,0,,1,1,0,1.0,1,3,3,0.0,1,0,11,-1.0,1,2,1,1.0,1,1,0,1.0,1,4,0,1.0,1,4,3,1.0,0,0,0,,1,2,0,1.0
dongchedi::7016365184277024776,7016365184277024776,皓影,2021-10-08 00:40:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,3.5,0.25,1,3.0,0.0,1,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,,,0,3.0,0.0,1,,,0,,,0,17,14,1,0,0,0,,1,0,1,-1.0,1,2,1,1.0,1,5,0,1.0,1,4,2,1.0,1,7,2,1.0,1,1,0,1.0,1,0,3,-1.0,1,0,1,-1.0,1,7,5,1.0
dongchedi::7016875786548285448,7016875786548285448,皓影,2021-10-09 09:41:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,5.0,1.0,1,3.0,0.0,1,5.0,1.0,1,4.0,0.5,1,4.0,0.5,1,3.0,0.0,1,,,0,3.0,0.0,1,,,0,,,0,3,14,-1,1,0,3,-1.0,1,1,2,-1.0,1,0,0,0.0,1,1,2,-1.0,1,0,1,-1.0,1,1,2,-1.0,1,1,1,0.0,1,1,2,-1.0,1,0,1,-1.0,1,0,0,0.0
dongchedi::7023338973388869644,7023338973388869644,皓影,2021-10-26 19:42:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,4.5,0.75,1,,,0,,,0,5,1,1,1,1,0,1.0,1,0,0,0.0,0,0,0,,1,1,1,0.0,0,0,0,,1,0,0,0.0,1,2,1,1.0,1,1,0,1.0,1,1,0,1.0,1,2,0,1.0
dongchedi::7025551614874226720,7025551614874226720,皓影,2021-11-01 18:48:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,4.5,0.75,1,,,0,,,0,14,9,1,1,3,0,1.0,1,3,1,1.0,1,5,0,1.0,1,5,3,1.0,1,1,1,0.0,1,9,3,1.0,1,0,1,-1.0,1,3,3,0.0,0,0,0,,1,2,0,1.0
dongchedi::7027254002190389288,7027254002190389288,皓影,2021-11-06 08:54:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,4.5,0.75,1,,,0,4.0,0.5,1,,,0,,,0,2,14,-1,1,0,2,-1.0,1,1,0,1.0,1,0,1,-1.0,1,0,0,0.0,1,0,2,-1.0,1,0,2,-1.0,1,0,1,-1.0,1,1,1,0.0,0,0,0,,1,0,0,0.0
dongchedi::7033284458614624269,7033284458614624269,皓影,2021-11-22 14:55:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,3.0,0.0,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,12,6,1,1,2,0,1.0,1,0,1,-1.0,1,1,0,1.0,1,6,3,1.0,1,1,1,0.0,1,5,3,1.0,1,1,1,0.0,1,1,1,0.0,1,0,1,-1.0,0,0,0,
dongchedi::7034336897916735525,7034336897916735525,皓影,2021-11-25 10:59:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,8,8,0,0,0,0,,1,0,1,-1.0,1,0,2,-1.0,1,0,0,0.0,1,2,1,1.0,1,2,4,-1.0,1,2,2,0.0,1,0,0,0.0,0,0,0,,1,4,0,1.0
